NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL
Class,Field,Name,Class,Field,Name,Name,Notes
*,*,*,EntityPlayerMP,*,field_425_ad,itemInWorldManager,"The ItemInWorldManager belonging to this player"
*,*,*,WorldChunkManagerHell,*,field_4260_g,field_4260_g,""
*,*,*,WorldChunkManagerHell,*,field_4261_f,field_4261_f,""
*,*,*,WorldChunkManagerHell,*,field_4262_e,field_4262_e,""
*,*,*,World,*,field_4263_L,ambientTickCountdown,"number of ticks until the next random ambients play"
*,*,*,World,*,field_4264_K,activeChunkSet,"populated by chunks that are within 9 chunks of any player"
*,*,*,World,*,field_4265_J,field_4265_J,""
*,*,*,World,*,field_4268_y,field_4268_y,""
*,*,*,EntityFallingSand,*,field_426_b,fallTime,"How long the block has been falling for."
*,*,*,World,*,field_4272_q,worldProvider,""
*,*,*,World,*,field_4277_j,autosavePeriod,""
*,*,*,World,*,field_4278_h,DIST_HASH_MAGIC,"magic number used to generate fast random numbers for 3d distribution within a chunk"
*,*,*,World,*,field_4279_g,distHashCounter,"counter used to generate fast random numbers for 3d distribution within a chunk"
*,*,*,EntityFallingSand,*,field_427_a,blockID,""
*,*,*,World,*,field_4280_a,scheduledUpdatesAreImmediate,"boolean; if true updates scheduled by scheduleBlockUpdate happen immediately"
*,*,*,MobSpawnerBase,*,field_4281_t,biomeLookupTable,""
*,*,*,MobSpawnerBase,*,field_4285_p,fillerBlock,"The block to fill spots in when not on the top"
*,*,*,MobSpawnerBase,*,field_4286_o,topBlock,"The block expected to be on the top of this biome"
*,*,*,MobSpawnerBase,*,field_4289_l,hell,""
*,*,*,MobSpawnerBase,*,field_4290_k,tundra,""
*,*,*,MobSpawnerBase,*,field_4291_j,iceDesert,""
*,*,*,MobSpawnerBase,*,field_4292_i,plains,""
*,*,*,MobSpawnerBase,*,field_4293_h,desert,""
*,*,*,MobSpawnerBase,*,field_4294_g,taiga,""
*,*,*,MobSpawnerBase,*,field_4295_f,shrubland,""
*,*,*,MobSpawnerBase,*,field_4296_e,savanna,""
*,*,*,MobSpawnerBase,*,field_4297_d,forest,""
*,*,*,MobSpawnerBase,*,field_4298_c,seasonalForest,""
*,*,*,MobSpawnerBase,*,field_4299_b,swampland,""
*,*,*,EntityItem,*,field_429_a,item,"The item stack of this EntityItem."
*,*,*,MobSpawnerBase,*,field_4300_a,rainforest,""
*,*,*,WorldProvider,*,field_4301_b,worldChunkMgr,""
*,*,*,WorldProvider,*,field_4302_a,worldObj,""
*,*,*,WorldProvider,*,field_4305_d,lightBrightnessTable,"Light to brightness conversion table"
*,*,*,WorldProvider,*,field_4306_c,field_4306_c,""
*,*,*,NoiseGeneratorOctaves2,*,field_4307_b,field_4307_b,""
*,*,*,NoiseGeneratorOctaves2,*,field_4308_a,field_4308_a,""
*,*,*,EntityItem,*,field_430_ag,health,"The health of this EntityItem. (For example, damage for tools)"
*,*,*,Explosion,*,field_4310_a,worldObj,""
*,*,*,SpawnerAnimals,*,field_4311_a,eligibleChunksForSpawning,""
*,*,*,NoiseGenerator2,*,field_4312_b,field_4312_b,""
*,*,*,NoiseGenerator2,*,field_4313_a,field_4313_a,""
*,*,*,NoiseGenerator2,*,field_4314_g,field_4314_g,""
*,*,*,NoiseGenerator2,*,field_4315_f,field_4315_f,""
*,*,*,NoiseGenerator2,*,field_4316_e,field_4316_e,""
*,*,*,NoiseGenerator2,*,field_4317_d,field_4317_d,""
*,*,*,NoiseGenerator2,*,field_4318_c,field_4318_c,""
*,*,*,EntityItem,*,field_432_ae,field_432_ae,""
*,*,*,EntityItem,*,field_433_ad,delayBeforeCanPickup,""
*,*,*,EntityBoat,*,field_436_ad,forwardDirection,"changes when boat is hit"
*,*,*,EntityArrow,*,field_437_aj,ticksInAir,"cant hit stuff first 5 ticks after you shoot it"
*,*,*,EntityArrow,*,field_438_ai,ticksInGround,"after so long in ground entity dies"
*,*,*,EntityArrow,*,field_439_ah,owner,"the entity that shot this arrow"
*,*,*,EntityTNTPrimed,*,field_446_a,fuse,"How long the fuse is"
*,*,*,EntityPainting,*,field_448_a,direction,"the direction the painting faces"
*,*,*,EntityPainting,*,field_452_ad,field_452_ad,""
*,*,*,EntitySnowball,*,field_453_aj,ticksInAir,""
*,*,*,EntitySnowball,*,field_454_ai,ticksOnGround,""
*,*,*,EntitySnowball,*,field_455_ah,owner,""
*,*,*,EntitySnowball,*,field_456_b,xTileSnowball,"The X location of the snowball."
*,*,*,EntitySnowball,*,field_457_ag,inGroundSnowball,""
*,*,*,EntitySnowball,*,field_458_a,shakeSnowball,""
*,*,*,EntitySnowball,*,field_459_af,inTileSnowball,""
*,*,*,EntitySnowball,*,field_460_ae,zTileSnowball,"The Z location of the snowball."
*,*,*,EntitySnowball,*,field_461_ad,yTileSnowball,"The Y location of the snowball."
*,*,*,EntityMinecart,*,field_468_ak,field_468_ak,""
*,*,*,EntityMinecart,*,field_469_aj,field_469_aj,""
*,*,*,EntityMinecart,*,field_470_ai,cargoItems,"Array of item stacks stored in minecart (for storage minecarts)."
*,*,*,EntityMinecart,*,field_476_ae,minecartType,"The type of minecart, 2 for powered, 1 for storage."
*,*,*,EntityMinecart,*,field_477_ad,forwardDirection,"changes when the minecart is hit"
*,*,*,TileEntity,*,field_478_b,xCoord,"The x coordinate of the tile entity."
*,*,*,TileEntity,*,field_479_a,worldObj,"The reference to the world."
*,*,*,Packet52MultiBlockChange,*,field_47_b,zPosition,"Chunk Z position."
*,*,*,TileEntity,*,field_480_f,classToNameMap,"A HashMap storing the classes and mapping to the string names (reverse of nameToClassMap)."
*,*,*,TileEntity,*,field_481_e,nameToClassMap,"A HashMap storing string names of classes mapping to the actual java.lang.Class type."
*,*,*,TileEntity,*,field_482_d,zCoord,"The z coordinate of the tile entity."
*,*,*,TileEntity,*,field_483_c,yCoord,"The y coordinate of the tile entity."
*,*,*,TileEntitySign,*,field_484_f,lineBeingEdited,"The index of the line currently being edited. Only used on client side, but defined on both. Note this is only really used when the > < are going to be visible."
*,*,*,TileEntitySign,*,field_485_e,signText,"An array of four strings storing the lines of text on the sign."
*,*,*,TileEntityFurnace,*,field_486_h,furnaceCookTime,"The number of ticks that the current item has been cooking for"
*,*,*,TileEntityFurnace,*,field_487_g,currentItemBurnTime,"The number of ticks that a fresh copy of the currently-burning item would keep the furnace burning for"
*,*,*,TileEntityFurnace,*,field_488_f,furnaceBurnTime,"The number of ticks that the furnace will keep burning"
*,*,*,TileEntityFurnace,*,field_489_e,furnaceItemStacks,"The ItemStacks that hold the items currently being used in the furnace"
*,*,*,Packet52MultiBlockChange,*,field_48_a,xPosition,"Chunk X position."
*,*,*,TileEntityMobSpawner,*,field_490_h,yaw2,""
*,*,*,TileEntityMobSpawner,*,field_491_g,yaw,""
*,*,*,TileEntityMobSpawner,*,field_492_f,mobID,"The string ID of the mobs being spawned from this spawner. Defaults to pig, apparently."
*,*,*,TileEntityMobSpawner,*,field_493_e,delay,"The stored delay before a new spawn."
*,*,*,TileEntityChest,*,field_494_e,chestContents,""
*,*,*,InventoryPlayer,*,field_495_b,armorInventory,"An array of 4 item stacks containing the currently worn armor pieces."
*,*,*,InventoryPlayer,*,field_496_a,mainInventory,"An array of 37 item stacks (but only filled with 36?) indicating the main player inventory (including the visible bar)."
*,*,*,InventoryPlayer,*,field_497_f,player,"The player whose inventory this is."
*,*,*,InventoryPlayer,*,field_498_e,inventoryChanged,"Set true whenever the inventory changes. Nothing sets it false so you will have to write your own code to check it and reset the value."
*,*,*,InventoryPlayer,*,field_499_d,currentItem,"The index of the currently held item (0-8)."
*,*,*,Packet52MultiBlockChange,*,field_49_f,size,"The size of the arrays."
*,*,*,InventoryLargeChest,*,field_501_b,upperChest,"Inventory object corresponding to double chest upper part"
*,*,*,InventoryLargeChest,*,field_502_a,name,"Name of the chest."
*,*,*,InventoryLargeChest,*,field_503_c,lowerChest,"Inventory object corresponding to double chest lower part"
*,*,*,Material,*,field_505_v,clay,""
*,*,*,Material,*,field_507_t,builtSnow,""
*,*,*,Material,*,field_508_s,snow,""
*,*,*,Material,*,field_509_r,ice,""
*,*,*,Packet52MultiBlockChange,*,field_50_e,metadataArray,"The metadata for each block changed."
*,*,*,Material,*,field_511_p,tnt,""
*,*,*,Material,*,field_513_n,circuits,""
*,*,*,Material,*,field_514_m,sand,""
*,*,*,Material,*,field_515_l,fire,""
*,*,*,Material,*,field_517_j,sponge,""
*,*,*,Material,*,field_518_i,plants,""
*,*,*,Packet52MultiBlockChange,*,field_51_d,typeArray,"The type for each block change."
*,*,*,Material,*,field_520_g,lava,""
*,*,*,Material,*,field_521_f,water,""
*,*,*,Material,*,field_522_e,iron,""
*,*,*,Material,*,field_523_d,rock,""
*,*,*,Material,*,field_524_c,wood,""
*,*,*,Material,*,field_525_b,ground,""
*,*,*,Material,*,field_526_a,air,""
*,*,*,GuiStatsListener,*,field_527_a,statsComponent,""
*,*,*,ChunkCoordinates,*,field_528_b,posZ,"the z coordinate"
*,*,*,ChunkCoordinates,*,field_529_a,posY,"the y coordinate"
*,*,*,Packet52MultiBlockChange,*,field_52_c,coordinateArray,"The coordinates of the blocks to change."
*,*,*,Block,*,field_531_y,planks,""
*,*,*,Block,*,field_532_x,cobblestone,""
*,*,*,Block,*,field_533_w,dirt,""
*,*,*,Block,*,field_534_v,grass,""
*,*,*,Block,*,field_535_u,stone,""
*,*,*,Block,*,field_536_t,lightValue,"Amount of light emitted"
*,*,*,Block,*,field_537_s,field_537_s,""
*,*,*,Block,*,field_538_r,lightOpacity,"How much light is subtracted for going through this block"
*,*,*,Block,*,field_539_q,isBlockContainer,"Can this block be type casted to a BlockContainer (list indexed on blockIDs)"
*,*,*,Packet14BlockDig,*,field_53_b,yPosition,"Block Y position."
*,*,*,Block,*,field_540_p,opaqueCubeLookup,""
*,*,*,Block,*,field_541_o,tickOnLoad,"List of whether this blockType will run its tick on loading or not"
*,*,*,Block,*,field_542_n,blocksList,"List of ly/ff (BlockType) containing the already registered blocks."
*,*,*,Packet14BlockDig,*,field_54_a,xPosition,"Block X position."
*,*,*,Block,*,field_551_e,soundPowderFootstep,""
*,*,*,Block,*,field_552_bo,slipperiness,"Determines how much velocity is maintained while moving on top of this block"
*,*,*,Block,*,field_553_bn,blockMaterial,"Block material definition."
*,*,*,Block,*,field_554_bm,blockParticleGravity,""
*,*,*,Block,*,field_555_bl,stepSound,"Sound of stepping on the block"
*,*,*,Block,*,field_557_bk,maxZ,"maximum Z for the block bounds (local coordinates)"
*,*,*,Block,*,field_559_bj,maxY,"maximum Y for the block bounds (local coordinates)"
*,*,*,Packet14BlockDig,*,field_55_e,status,"Status of the digging (started, ongoing, broken)."
*,*,*,Block,*,field_561_bi,maxX,"maximum X for the block bounds (local coordinates)"
*,*,*,Block,*,field_563_bh,minZ,"minimum Z for the block bounds (local coordinates)"
*,*,*,Block,*,field_565_bg,minY,"minimum Y for the block bounds (local coordinates)"
*,*,*,Block,*,field_567_bf,minX,"minimum X for the block bounds (local coordinates)"
*,*,*,Block,*,field_569_be,blockResistance,"Indicates the blocks resistance to explosions."
*,*,*,Packet14BlockDig,*,field_56_d,face,"Punched face of the block."
*,*,*,Block,*,field_571_bd,blockHardness,"Indicates how many hits it takes to break a block."
*,*,*,Block,*,field_573_bc,blockID,"ID of the block."
*,*,*,Block,*,field_575_bb,blockIndexInTexture,"The index of the texture to be displayed for this block. May vary based on graphics settings. Mostly seems to come from terrain.png, and the index is 0-based (grass is 0)."
*,*,*,Packet14BlockDig,*,field_57_c,zPosition,"Block Z position."
*,*,*,Block,*,field_581_L,leaves,""
*,*,*,Block,*,field_582_K,wood,""
*,*,*,Block,*,field_583_J,oreCoal,""
*,*,*,Block,*,field_588_ax,oreDiamond,""
*,*,*,Packet24MobSpawn,*,field_58_b,type,"The type of mob."
*,*,*,Block,*,field_590_F,sand,""
*,*,*,Block,*,field_591_aw,redstoneWire,""
*,*,*,Block,*,field_592_E,lavaStill,"Stationary lava source block"
*,*,*,Block,*,field_593_av,crate,""
*,*,*,Block,*,field_594_D,lavaMoving,"Flowing lava block"
*,*,*,Block,*,field_596_C,waterStill,"Stationary water source block"
*,*,*,Block,*,field_597_at,mobSpawner,""
*,*,*,Block,*,field_598_B,waterMoving,"Flowing water block"
*,*,*,Block,*,field_599_as,fire,""
*,*,*,Packet24MobSpawn,*,field_59_a,entityId,"The entity ID."
*,*,*,NetLoginHandler,*,field_5_e,mcServer,"Reference to the MinecraftServer object."
*,*,*,MinecraftServer,*,field_6023_p,commands,"A list containing all the commands entered."
*,*,*,MinecraftServer,*,field_6025_n,serverRunning,"Indicates whether the server is running or not. Set to false to initiate a shutdown."
*,*,*,MinecraftServer,*,field_6026_m,spawnPeacefulMobs,"True if server has animals turned on"
*,*,*,MinecraftServer,*,field_6027_l,onlineMode,"True if the server is in online mode."
*,*,*,MinecraftServer,*,field_6028_k,entityTracker,""
*,*,*,Block,*,field_602_aq,obsidian,""
*,*,*,MinecraftServer,*,field_6032_g,serverStopped,"Indicates to other classes that the server is safely stopped."
*,*,*,MinecraftServer,*,field_6033_f,configManager,"the server config manager for this server"
*,*,*,MinecraftServer,*,field_6034_e,worldMngr,"The server world manager."
*,*,*,MinecraftServer,*,field_6035_d,propertyManagerObj,"Reference to the PropertyManager object."
*,*,*,MinecraftServer,*,field_6036_c,networkServer,"listening server socket and client accept thread"
*,*,*,MinecraftServer,*,field_6037_b,field_6037_b,""
*,*,*,MinecraftServer,*,field_6038_a,logger,"The logging system."
*,*,*,Packet28,*,field_6039_b,motionX,""
*,*,*,Block,*,field_603_ap,cobblestoneMossy,""
*,*,*,Packet28,*,field_6040_a,entityId,""
*,*,*,Packet28,*,field_6041_d,motionZ,""
*,*,*,Packet28,*,field_6042_c,motionY,""
*,*,*,Packet39,*,field_6043_b,vehicleEntityId,""
*,*,*,Packet39,*,field_6044_a,entityId,""
*,*,*,Block,*,field_6047_y,sapling,""
*,*,*,Block,*,field_604_ao,bookShelf,""
*,*,*,Block,*,field_605_an,tnt,""
*,*,*,Block,*,field_6065_bd,lightStone,""
*,*,*,Block,*,field_607_al,stairSingle,""
*,*,*,BlockBreakable,*,field_6084_a,field_6084_a,""
*,*,*,BlockLeavesBase,*,field_6088_a,graphicsLevel,"Used to determine how to display leaves based on the graphics level. May also be used in rendering for transparency, not sure."
*,*,*,Block,*,field_608_ak,stairDouble,""
*,*,*,Packet24MobSpawn,*,field_60_g,pitch,"The pitch of the entity."
*,*,*,EntityPlayer,*,field_6124_at,fishEntity,""
*,*,*,EntityFish,*,field_6144_as,field_6144_as,""
*,*,*,EntityFish,*,field_6145_ar,field_6145_ar,""
*,*,*,EntityFish,*,field_6146_aq,field_6146_aq,""
*,*,*,EntityFish,*,field_6147_ap,field_6147_ap,""
*,*,*,EntityFish,*,field_6148_ao,field_6148_ao,""
*,*,*,EntityFish,*,field_6149_an,field_6149_an,""
*,*,*,EntityFish,*,field_6150_ak,ticksInGround,""
*,*,*,Entity,*,field_6151_b,nextStepDistance,"The distance that has to be exceeded in order to triger a new step sound and an onEntityWalking event on a block"
*,*,*,Item,*,field_6153_aZ,iconIndex,"Icon index in the icons table."
*,*,*,World,*,field_6159_E,field_6159_E,""
*,*,*,WorldServer,*,field_6160_D,mcServer,""
*,*,*,MobSpawnerBase,*,field_6161_q,field_6161_q,""
*,*,*,MobSpawnerBase,*,field_6162_n,color,""
*,*,*,MobSpawnerBase,*,field_6163_m,biomeName,""
*,*,*,WorldProvider,*,field_6164_h,field_6164_h,""
*,*,*,WorldProvider,*,field_6165_g,worldType,"0 for normal world -1 for hell"
*,*,*,WorldProvider,*,field_6166_d,isHellWorld,"States whether the Hell world provider is used(true) or if the normal world provider is used(false)"
*,*,*,WorldProvider,*,field_6167_c,field_6167_c,""
*,*,*,Block,*,field_616_ac,cloth,""
*,*,*,Block,*,field_619_aZ,jukebox,""
*,*,*,Packet24MobSpawn,*,field_61_f,yaw,"The yaw of the entity."
*,*,*,Block,*,field_620_aY,reed,""
*,*,*,Block,*,field_621_aX,blockClay,""
*,*,*,Block,*,field_622_aW,cactus,""
*,*,*,Block,*,field_625_aT,snow,""
*,*,*,Block,*,field_627_aR,torchRedstoneActive,""
*,*,*,Block,*,field_628_aQ,torchRedstoneIdle,""
*,*,*,Block,*,field_629_aP,oreRedstoneGlowing,""
*,*,*,Packet24MobSpawn,*,field_62_e,zPosition,"The Z position of the entity."
*,*,*,Block,*,field_630_aO,oreRedstone,""
*,*,*,Block,*,field_632_aM,doorSteel,""
*,*,*,Block,*,field_637_aH,minecartTrack,""
*,*,*,Block,*,field_638_aG,ladder,""
*,*,*,Block,*,field_639_aF,doorWood,""
*,*,*,Packet24MobSpawn,*,field_63_d,yPosition,"The Y position of the entity."
*,*,*,Block,*,field_641_aD,stoneOvenActive,""
*,*,*,Block,*,field_642_aC,stoneOvenIdle,""
*,*,*,Block,*,field_643_aB,tilledField,""
*,*,*,Block,*,field_644_aA,crops,""
*,*,*,BlockFire,*,field_645_b,abilityToCatchFire,"This is an array indexed by block ID the larger the number in the array the more likely a block type will catch fires"
*,*,*,BlockFire,*,field_646_a,chanceToEncourageFire,"The chance this block will encourage nearby blocks to catch on fire"
*,*,*,BlockRedstoneTorch,*,field_648_b,torchUpdates,"An array of when redstone torches became active.  Used for redstone torches to burn out."
*,*,*,BlockRedstoneTorch,*,field_649_a,torchActive,"Whether the redstone torch is currently active or not."
*,*,*,Packet24MobSpawn,*,field_64_c,xPosition,"The X position of the entity."
*,*,*,BlockSand,*,field_650_a,fallInstantly,"Do blocks fall instantly to where they stop or do they fall over time"
*,*,*,BlockStairs,*,field_651_a,modelBlock,"The block that is used as model for the stair."
*,*,*,BlockRedstoneWire,*,field_652_a,wiresProvidePower,"When false, power transmission methods do not look at other redstone wires. Used internally during updateCurrentStrength."
*,*,*,BlockSign,*,field_653_b,isFreestanding,"Whether this is a freestanding sign or a wall-mounted sign"
*,*,*,BlockSign,*,field_654_a,signEntityClass,""
*,*,*,BlockFurnace,*,field_655_a,isActive,"True if this is an active furnace, false if idle"
*,*,*,BlockChest,*,field_656_a,random,""
*,*,*,BlockFlowing,*,field_658_b,field_658_b,""
*,*,*,BlockFlowing,*,field_659_a,field_659_a,""
*,*,*,Packet10Flying,*,field_65_i,rotating,"Boolean set to true if the player is rotating."
*,*,*,BlockFlowing,*,field_660_c,field_660_c,""
*,*,*,BlockLeaves,*,field_663_c,baseIndexInPNG,"The base index in terrain.png corresponding to the fancy version of the leaf texture. This is stored so we can switch the displayed version between fancy and fast graphics (fast is this index + 1)."
*,*,*,BlockPressurePlate,*,field_664_a,triggerMobType,"The mob type that can trigger this pressure plate."
*,*,*,BlockRedstoneOre,*,field_665_a,field_665_a,""
*,*,*,Block,*,field_666_a,blockName,""
*,*,*,Packet10Flying,*,field_66_h,moving,"Boolean set to true if the player is moving."
*,*,*,ItemInWorldManager,*,field_672_d,field_672_d,""
*,*,*,ItemInWorldManager,*,field_674_b,thisWorld,"The world object that this object is connected to."
*,*,*,ItemInWorldManager,*,field_675_a,thisPlayer,"The player that this object references."
*,*,*,Chunk,*,field_676_s,lastSaveTime,""
*,*,*,Chunk,*,field_677_r,hasEntities,""
*,*,*,Chunk,*,field_679_p,neverSave,""
*,*,*,Packet10Flying,*,field_67_g,onGround,"True if the client is on the ground."
*,*,*,Chunk,*,field_680_o,isModified,"Set to true if the chunk has been modified and needs to be updated internally."
*,*,*,Chunk,*,field_681_n,isTerrainPopulated,"Boolean value indicating if the terrain is populated."
*,*,*,Chunk,*,field_682_m,entities,"List of lists of the entities in the chunk. It is 8 lists partitioned along the Y axis."
*,*,*,Chunk,*,field_683_l,chunkTileEntityMap,""
*,*,*,Chunk,*,field_684_k,zPosition,"The z coordinate of the chunk."
*,*,*,Chunk,*,field_685_j,xPosition,"The x coordinate of the chunk."
*,*,*,Chunk,*,field_686_i,field_686_i,""
*,*,*,Chunk,*,field_687_h,heightMap,"Byte array containing height map for the chunk."
*,*,*,Chunk,*,field_688_g,blocklightMap,"Light map for blocks. See class le (client) or eo (server)."
*,*,*,Chunk,*,field_689_f,skylightMap,"Light map for sky. See class le (client) or eo (server)."
*,*,*,Packet10Flying,*,field_68_f,pitch,"The player's pitch rotation."
*,*,*,Chunk,*,field_690_e,data,"Chunk data"
*,*,*,Chunk,*,field_691_d,worldObj,"Reference to the World object."
*,*,*,Chunk,*,field_692_c,isChunkLoaded,""
*,*,*,Chunk,*,field_693_b,blocks,"Byte array of blocks for the chunk."
*,*,*,Chunk,*,field_694_a,isLit,"Determines if the chunk is lit or not at a light value greater than 0."
*,*,*,ChunkProviderGenerate,*,field_695_u,field_695_u,""
*,*,*,ChunkProviderGenerate,*,field_696_t,stoneNoise,""
*,*,*,ChunkProviderGenerate,*,field_697_s,gravelNoise,""
*,*,*,ChunkProviderGenerate,*,field_698_r,sandNoise,""
*,*,*,Packet10Flying,*,field_69_e,yaw,"The player's yaw rotation."
*,*,*,NetLoginHandler,*,field_6_d,rand,"The Random object used to generate serverId hex strings."
*,*,*,ChunkProviderGenerate,*,field_700_p,worldObj,"Reference to the World object."
*,*,*,ChunkProviderGenerate,*,field_701_o,field_701_o,""
*,*,*,ChunkProviderGenerate,*,field_702_n,field_702_n,""
*,*,*,ChunkProviderGenerate,*,field_703_m,field_703_m,""
*,*,*,ChunkProviderGenerate,*,field_704_l,field_704_l,""
*,*,*,ChunkProviderGenerate,*,field_705_k,field_705_k,""
*,*,*,ChunkProviderGenerate,*,field_706_j,rand,"RNG."
*,*,*,ChunkProviderGenerate,*,field_707_i,field_707_i,""
*,*,*,Packet10Flying,*,field_70_d,stance,"The player's stance."
*,*,*,ChunkProviderGenerate,*,field_713_c,mobSpawnerNoise,""
*,*,*,ChunkProviderGenerate,*,field_714_b,field_714_b,""
*,*,*,ChunkProviderGenerate,*,field_715_a,field_715_a,""
*,*,*,ChunkProviderLoadOrGenerate,*,field_716_b,lastQueriedChunkZPos,"The last Z position of a chunk that was returned"
*,*,*,ChunkProviderLoadOrGenerate,*,field_717_a,lastQueriedChunkXPos,"The last X position of a chunk that was returned"
*,*,*,ChunkProviderLoadOrGenerate,*,field_718_h,lastQueriedChunk,""
*,*,*,ChunkProviderLoadOrGenerate,*,field_719_g,worldObj,"Reference to the World object."
*,*,*,Packet10Flying,*,field_71_c,zPosition,"The player's Z position."
*,*,*,ChunkProviderLoadOrGenerate,*,field_720_f,chunks,"An array of 1024 chunks."
*,*,*,ChunkProviderLoadOrGenerate,*,field_721_e,chunkLoader,""
*,*,*,ChunkProviderLoadOrGenerate,*,field_722_d,chunkProvider,""
*,*,*,ChunkProviderLoadOrGenerate,*,field_723_c,blankChunk,"A completely empty Chunk, used by ChunkProviderLoadOrGenerate when there's no ChunkProvider."
*,*,*,ChunkProviderServer,*,field_724_b,field_724_b,""
*,*,*,ChunkProviderServer,*,field_725_a,field_725_a,""
*,*,*,ChunkProviderServer,*,field_726_g,world,""
*,*,*,ChunkProviderServer,*,field_727_f,field_727_f,""
*,*,*,ChunkProviderServer,*,field_728_e,id2ChunkMap,"map of chunk Id's to Chunk instances"
*,*,*,ChunkProviderServer,*,field_729_d,field_729_d,""
*,*,*,Packet10Flying,*,field_72_b,yPosition,"The player's Y position."
*,*,*,ChunkProviderServer,*,field_730_c,field_730_c,""
*,*,*,NBTBase,*,field_731_a,key,"The UTF string key used to lookup values."
*,*,*,NBTTagString,*,field_732_a,stringValue,"The string value for the tag (cannot be empty)."
*,*,*,NBTTagByteArray,*,field_733_a,byteArray,"The byte array stored in the tag."
*,*,*,NBTTagShort,*,field_734_a,shortValue,"The short value for the tag."
*,*,*,NBTTagDouble,*,field_735_a,doubleValue,"The double value for the tag."
*,*,*,NBTTagList,*,field_736_b,tagType,"The type byte for the tags in the list - they must all be of the same type."
*,*,*,NBTTagList,*,field_737_a,tagList,"The array list containing the tags encapsulated in this list."
*,*,*,NBTTagCompound,*,field_738_a,tagMap,"The key-value pairs for the tag. Each key is a UTF string, each value is a tag."
*,*,*,NBTTagFloat,*,field_739_a,floatValue,"The float value for the tag."
*,*,*,Packet10Flying,*,field_73_a,xPosition,"The player's X position."
*,*,*,NBTTagLong,*,field_740_a,longValue,"The long value for the tag."
*,*,*,NBTTagByte,*,field_741_a,byteValue,"The byte value for the tag."
*,*,*,NBTTagInt,*,field_742_a,intValue,"The integer value for the tag."
*,*,*,Path,*,field_743_b,count,"The number of points in this path"
*,*,*,Path,*,field_744_a,pathPoints,"Contains the points in this path"
*,*,*,WorldGenBigTree,*,field_746_o,field_746_o,""
*,*,*,WorldGenBigTree,*,field_747_n,field_747_n,""
*,*,*,WorldGenBigTree,*,field_748_m,field_748_m,""
*,*,*,WorldGenBigTree,*,field_749_l,field_749_l,""
*,*,*,Packet16BlockItemSwitch,*,field_74_b,id,"The block/item id to be equipped."
*,*,*,WorldGenBigTree,*,field_750_k,field_750_k,""
*,*,*,WorldGenBigTree,*,field_751_j,field_751_j,""
*,*,*,WorldGenBigTree,*,field_752_i,field_752_i,""
*,*,*,WorldGenBigTree,*,field_753_h,field_753_h,""
*,*,*,WorldGenBigTree,*,field_754_g,field_754_g,""
*,*,*,WorldGenBigTree,*,field_755_f,height,""
*,*,*,WorldGenBigTree,*,field_756_e,field_756_e,""
*,*,*,WorldGenBigTree,*,field_757_d,basePos,""
*,*,*,WorldGenBigTree,*,field_758_c,worldObj,"Reference to the World object."
*,*,*,WorldGenBigTree,*,field_759_b,field_759_b,""
*,*,*,WorldGenBigTree,*,field_760_a,field_760_a,""
*,*,*,WorldGenMinable,*,field_761_b,numberOfBlocks,"The number of blocks to generate."
*,*,*,WorldGenMinable,*,field_762_a,minableBlockId,"The block ID of the ore to be placed using this generator."
*,*,*,WorldGenClay,*,field_763_b,numberOfBlocks,"The number of blocks to generate."
*,*,*,WorldGenClay,*,field_764_a,clayBlockId,"The block ID for clay."
*,*,*,WorldGenFlowers,*,field_765_a,plantBlockId,"The ID of the plant block used in this plant generator."
*,*,*,GuiStatsComponent,*,field_766_b,updateCounter,"Counts the number of updates. Used as the index into the memoryUse array to display the latest value."
*,*,*,GuiStatsComponent,*,field_767_a,memoryUse,"An array containing the columns that make up the memory use graph."
*,*,*,GuiStatsComponent,*,field_768_c,displayStrings,"An array containing the strings displayed in this stats component."
*,*,*,Packet4UpdateTime,*,field_76_a,time,"The world time in minutes."
*,*,*,RedstoneUpdateInfo,*,field_774_b,y,""
*,*,*,RedstoneUpdateInfo,*,field_775_a,x,""
*,*,*,RedstoneUpdateInfo,*,field_776_d,updateTime,""
*,*,*,RedstoneUpdateInfo,*,field_777_c,z,""
*,*,*,World,*,field_778_L,field_778_L,""
*,*,*,Packet15Place,*,field_77_b,yPosition,""
*,*,*,World,*,field_783_G,chunkProvider,"Handles chunk operations and caching"
*,*,*,World,*,field_784_F,lockTimestamp,"Contains a timestamp from when the World object was created. Is used in the session.lock file"
*,*,*,World,*,field_788_B,scheduledTickSet,"Set of scheduled ticks (used for checking if a tick already exists)"
*,*,*,World,*,field_789_A,scheduledTickTreeSet,"TreeSet of scheduled ticks which is used as a priority queue for the ticks"
*,*,*,Packet15Place,*,field_78_a,xPosition,""
*,*,*,World,*,field_790_z,unloadedEntityList,""
*,*,*,World,*,field_792_x,singleplayerWorld,"set to true if this is a singleplayer world, false always (its a multiplayer server!)"
*,*,*,World,*,field_797_s,worldInfo,"holds information about a world (size on disk, time, spawn point, seed, ...)"
*,*,*,World,*,field_798_r,worldAccesses,""
*,*,*,Packet15Place,*,field_79_e,itemStack,""
*,*,*,NetLoginHandler,*,field_7_c,finishedProcessing,"Returns if the login handler is finished and can be removed. It is set to true on either error or successful login."
*,*,*,World,*,field_803_m,rand,"RNG for World."
